location,bucket_id,High-Frequency Acceleration_count,High-Frequency Acceleration_mean,High-Frequency Acceleration_std,High-Frequency Acceleration_min,High-Frequency Acceleration_max,Low-Frequency Acceleration Z_count,Low-Frequency Acceleration Z_mean,Low-Frequency Acceleration Z_std,Low-Frequency Acceleration Z_min,Low-Frequency Acceleration Z_max,Temperature_count,Temperature_mean,Temperature_std,Temperature_min,Temperature_max,Vibration Velocity Z_count,Vibration Velocity Z_mean,Vibration Velocity Z_std,Vibration Velocity Z_min,Vibration Velocity Z_max,alignment_status_rating,bearing_lubrication_rating,crest_factor_rating,electromagnetic_status_rating,fit_condition_rating,kurtosis_opt_rating,rms_10_25khz_rating,rms_1_10khz_rating,rotor_balance_status_rating,rubbing_condition_rating,velocity_rms_rating,peak_value_opt_rating,datetime,bucket_end
Gear Reducer,1207,240,1.7650625833333333,0.17279062155655608,1.57641,2.30978,240,1.699803375,0.17868403839299093,1.49635,2.26195,240,43.682500000000005,0.11178468544296391,43.5,43.9,240,2.5200932083333334,0.5402908661145571,1.7004,3.94222,79.2,96.63,91.8,98.0,88.63,87.18,98.0,96.89,81.68,97.77,65.67,90.86,2025-04-14 10:40:05,2025-04-14 11:00:00
Gear Reducer,1208,240,1.6763646250000002,0.09374510294080331,1.5073,2.20459,240,1.5867506666666666,0.09967481283753706,1.41024,2.15638,240,44.095,0.16885040790903147,43.9,44.5,240,2.395060625,0.41618989422729846,1.55994,3.77811,81.12,97.46,91.89,98.0,83.59,85.99,98.0,97.11,88.39,98.48,69.46,90.78,2025-04-14 11:00:05,2025-04-14 11:20:00
Gear Reducer,1209,240,1.8064338333333334,0.192305358834043,1.5376,2.31152,240,1.7463477083333332,0.1979810190834476,1.4569,2.26467,240,44.619166666666665,0.10493738586026699,44.5,44.8,240,2.6384915416666668,0.6091445033758499,1.67918,3.97945,85.13,97.27,92.28,98.0,90.36,87.14,98.0,96.98,83.46,97.98,70.03,91.11,2025-04-14 11:20:05,2025-04-14 11:40:00
Gear Reducer,1210,240,1.6710235833333333,0.10066954237920342,1.49757,1.91221,240,1.5819114166666668,0.10088828633356572,1.39594,1.84041,240,45.00375,0.1534352111372763,44.7,45.3,240,2.4228067916666665,0.46793606459902726,1.57277,3.32028,82.36,97.91,91.96,98.0,89.28,87.35,98.0,96.86,83.8,97.77,67.95,90.24,2025-04-14 11:40:05,2025-04-14 12:00:00
Gear Reducer,1211,240,1.6951686666666668,0.11036755835067706,1.49029,1.93077,240,1.614415875,0.10898252589610691,1.39812,1.85421,240,45.27625,0.0676758518269283,45.2,45.5,240,2.5053987083333333,0.45331470818736297,1.7907,3.46996,82.14,97.53,92.11,98.0,88.3,87.19,98.0,96.9,85.59,97.49,68.37,91.59,2025-04-14 12:00:05,2025-04-14 12:20:00
Gear Reducer,1212,240,1.7495845833333334,0.1475202238934251,1.51477,2.24233,240,1.6770019166666665,0.14998425475965468,1.43386,2.19373,240,46.07958333333333,0.2935139745864625,45.5,46.5,240,2.5236181666666666,0.5323519432090634,1.69307,3.71766,77.55,96.95,91.67,98.0,83.95,86.74,98.0,96.98,85.66,97.45,68.35,91.96,2025-04-14 12:20:05,2025-04-14 12:40:00
Gear Reducer,1213,240,1.7724176249999999,0.1865906619680265,1.48974,2.31378,240,1.6922113333333333,0.1999486104644557,1.38307,2.26604,240,46.19708333333334,0.06869855118159161,46.1,46.3,240,2.614726791666667,0.6077421921153007,1.56316,4.0207,83.89,96.81,91.52,98.0,89.44,85.9,98.0,96.93,81.65,97.95,66.79,91.94,2025-04-14 12:40:05,2025-04-14 13:00:00
Gear Reducer,1214,240,1.753428375,0.15996987757592981,1.49456,2.32015,240,1.6730520416666665,0.16657729503799132,1.39647,2.27073,240,46.54291666666666,0.13855135647891653,46.3,46.9,240,2.6045782500000003,0.543846430066126,1.689,3.92862,77.21,97.64,92.57,98.0,84.19,87.16,98.0,96.93,87.4,98.64,67.39,91.63,2025-04-14 13:00:05,2025-04-14 13:20:00
Gear Reducer,1215,240,1.7632507916666667,0.15390666851976215,1.45737,2.21883,240,1.6800355833333331,0.16408019254702633,1.35635,2.1639,240,46.87208333333333,0.08685481401093999,46.7,47.0,240,2.5680234166666667,0.5393379213450784,1.61147,3.68021,88.84,97.19,91.6,98.0,90.03,86.77,98.0,96.88,80.77,98.03,66.88,89.05,2025-04-14 13:20:05,2025-04-14 13:40:00
Gear Reducer,1216,240,1.783822125,0.16998323449467895,1.50899,2.30926,240,1.7085764583333334,0.17470789014054938,1.42506,2.25081,240,47.11666666666667,0.1436717162984926,46.9,47.4,240,2.6328865416666667,0.5560851076242401,1.59446,3.85513,85.0,97.12,91.87,98.0,90.23,86.67,98.0,96.89,82.96,97.39,69.24,90.74,2025-04-14 13:40:05,2025-04-14 14:00:00
Gear Reducer,1217,240,1.7824166666666668,0.15326477025525045,1.51009,2.25494,240,1.7065559583333332,0.15545493293547544,1.43186,2.20064,240,47.665416666666665,0.1901657318730157,47.3,47.9,240,2.624036666666667,0.5346768340228751,1.66974,3.72724,84.65,97.36,91.8,98.0,88.71,86.85,98.0,96.9,80.67,97.73,70.41,89.96,2025-04-14 14:00:05,2025-04-14 14:20:00
Gear Reducer,1218,240,1.7292814583333334,0.11075302814583021,1.54911,1.9532,240,1.63882525,0.10818259406445492,1.4435,1.86489,240,47.90958333333333,0.07783574415614064,47.8,48.2,240,2.6309661666666666,0.4723104357738591,1.69643,3.47335,86.64,97.69,92.04,98.0,90.28,87.0,98.0,96.86,83.84,97.88,69.53,90.91,2025-04-14 14:20:05,2025-04-14 14:40:00
Gear Reducer,1219,240,1.7853260833333333,0.1539456044931279,1.53984,2.29334,240,1.705204875,0.15898346166187446,1.45032,2.23115,240,48.420833333333334,0.13026900608741787,48.1,48.7,240,2.631488666666667,0.5287852721727735,1.72035,3.85242,84.59,97.37,91.26,98.0,88.84,86.74,98.0,96.91,83.65,97.69,65.14,90.23,2025-04-14 14:40:05,2025-04-14 15:00:00
Gear Reducer,1220,240,1.0907257916666666,0.8464058884617961,0.03744,2.26534,240,1.031472625,0.8166894180372886,0.01569,2.20392,240,48.69125,0.25508735889781425,48.3,49.1,240,1.6279735833333333,1.3139366567874826,0.04981,3.95665,84.03,97.17,91.43,98.0,89.12,86.74,98.0,96.86,83.14,97.91,66.78,89.87,2025-04-14 15:00:05,2025-04-14 15:20:00
Gear Reducer,1221,240,1.7785239583333334,0.16606247103910418,1.52434,2.28863,240,1.6962115416666668,0.1732459987272986,1.41996,2.23762,240,48.669999999999995,0.09945457952815413,48.5,48.9,240,2.6801490833333332,0.5636920311948972,1.65672,3.98581,86.89,97.48,92.18,98.0,89.64,87.29,98.0,96.87,83.6,97.48,69.06,90.78,2025-04-14 15:20:05,2025-04-14 15:40:00
Gear Reducer,1222,240,1.7362783750000002,0.12108432864657517,1.53641,2.01505,240,1.63721425,0.12129319571448269,1.43934,1.93664,240,48.975833333333334,0.07761705516470759,48.8,49.2,240,2.5573965000000003,0.541200619890744,1.6145,3.67311,86.09,97.2,91.54,98.0,90.14,86.35,98.0,96.9,82.31,97.99,67.02,90.77,2025-04-14 15:40:05,2025-04-14 16:00:00
Gear Reducer,1223,240,1.847971875,0.18253430525808365,1.51525,2.27208,240,1.7766992916666666,0.18924319316621988,1.42314,2.21926,240,49.38041666666666,0.1761745797958498,49.1,49.7,240,2.7594066666666666,0.6024074845698962,1.69852,3.91057,85.89,97.56,91.71,98.0,88.92,86.51,98.0,96.85,80.04,97.69,67.12,90.61,2025-04-14 16:00:05,2025-04-14 16:20:00
Gear Reducer,1224,240,1.813953625,0.17885169514856625,1.48819,2.26004,240,1.7342126666666668,0.19109405616732986,1.38556,2.20833,240,49.51875,0.05433604565793032,49.4,49.6,240,2.6991197083333334,0.5887985051148124,1.6345,3.92604,85.39,96.68,91.32,98.0,90.22,86.66,98.0,96.89,82.02,97.95,67.16,90.91,2025-04-14 16:20:05,2025-04-14 16:40:00
Gear Reducer,1225,240,1.770869375,0.14454298733991722,1.53613,2.3267,240,1.6780860416666668,0.14748779944065768,1.43672,2.26714,240,49.48416666666667,0.05998023849371716,49.3,49.6,240,2.65122725,0.5503262869619044,1.63436,4.00659,81.47,97.81,90.87,98.0,87.37,85.55,98.0,96.92,86.5,97.27,74.4,91.12,2025-04-14 16:40:05,2025-04-14 17:00:00
Gear Reducer,1226,240,1.7949541666666666,0.1636338214243834,1.52264,2.23491,240,1.7097350416666666,0.16876350346839572,1.40981,2.18021,240,49.53958333333333,0.07853145662228427,49.4,49.7,240,2.6469074166666666,0.5757333530144095,1.593,3.72034,87.89,96.91,91.2,98.0,90.81,85.6,98.0,96.87,80.65,97.97,67.1,89.14,2025-04-14 17:00:05,2025-04-14 17:20:00
Gear Reducer,1227,240,1.8245500833333332,0.16659244126868158,1.52617,2.24019,240,1.7472677916666666,0.17714486535567725,1.41818,2.17758,240,49.94166666666667,0.13757209343689777,49.7,50.2,240,2.63161625,0.5511986582040656,1.60956,3.82308,80.44,97.6,90.17,98.0,86.22,86.32,98.0,96.92,84.07,97.24,69.89,91.37,2025-04-14 17:20:05,2025-04-14 17:40:00
Gear Reducer,1228,240,1.787558875,0.15362172079080824,1.5344,2.21839,240,1.699978625,0.16473948606455213,1.42322,2.16357,240,49.865,0.09780006930715704,49.7,50.1,240,2.602261916666667,0.5473275275254352,1.56256,3.77373,84.72,96.91,91.04,98.0,89.79,85.73,98.0,96.91,84.48,97.82,67.71,89.66,2025-04-14 17:40:05,2025-04-14 18:00:00
Gear Reducer,1229,240,1.8567344166666666,0.1887327251217335,1.53331,2.27948,240,1.781643375,0.2008527606463825,1.42944,2.22501,240,50.05333333333333,0.08623538220274408,49.9,50.2,240,2.7570724166666665,0.6120959645835019,1.47378,3.92306,84.58,96.9,91.0,98.0,90.53,85.48,98.0,96.9,82.42,97.81,67.26,91.05,2025-04-14 18:00:05,2025-04-14 18:20:00
Gear Reducer,1230,240,1.7383606249999999,0.14126069553472775,1.50428,2.19532,240,1.6452699166666667,0.14341110862183462,1.41236,2.12565,240,49.70458333333333,0.09648548643937979,49.6,49.9,240,2.445530666666667,0.5481106668998774,1.5372,3.65643,81.43,97.52,90.66,98.0,87.93,86.47,98.0,96.79,81.93,97.78,68.79,91.14,2025-04-14 18:20:05,2025-04-14 18:40:00
Gear Reducer,1231,240,1.7633465000000001,0.13660455746393066,1.53993,2.1209,240,1.6763971666666668,0.13537208944352905,1.44443,2.04305,240,49.86708333333333,0.1816930872756062,49.6,50.2,240,2.5709979583333333,0.5140040117132555,1.75629,3.67556,83.95,97.32,91.38,98.0,89.12,87.24,98.0,96.72,84.55,97.6,69.11,91.34,2025-04-14 18:40:05,2025-04-14 19:00:00
Gear Reducer,1232,240,1.8139360416666668,0.15413664631147547,1.54673,2.11646,240,1.7332414999999999,0.1534991181807225,1.46312,2.03984,240,50.05416666666667,0.0791120526586823,49.9,50.2,240,2.659472666666667,0.5844718603614426,1.75145,3.67034,85.55,97.43,91.38,98.0,89.21,87.05,98.0,96.8,85.31,97.75,69.25,89.57,2025-04-14 19:00:05,2025-04-14 19:20:00
Gear Reducer,1233,240,1.781291875,0.1418046697665467,1.52668,2.08864,240,1.6961527083333332,0.1396789888917532,1.43699,2.0063,240,49.843333333333334,0.06168259057849651,49.7,50.0,240,2.655445208333333,0.5667859104616699,1.76754,3.61888,84.25,97.53,92.28,98.0,88.2,87.11,98.0,96.84,81.33,97.58,68.48,89.51,2025-04-14 19:20:05,2025-04-14 19:40:00
Gear Reducer,1234,240,1.85073775,0.18413283621657212,1.5214,2.3052,240,1.7739594583333333,0.18784941060476862,1.43112,2.24557,240,50.01833333333333,0.04923402118859996,49.9,50.1,240,2.750799125,0.6650143838521042,1.64849,3.99053,86.91,97.13,92.43,98.0,90.86,87.09,98.0,96.82,84.06,97.82,70.02,90.92,2025-04-14 19:40:05,2025-04-14 20:00:00
Gear Reducer,1235,240,1.8092431666666668,0.16190576263379475,1.55626,2.39141,240,1.7253572083333333,0.1653310642295844,1.47083,2.33659,240,50.06583333333334,0.04925526258794144,50.0,50.2,240,2.7082370416666666,0.5807808164011442,1.66119,3.9296,79.24,97.37,91.05,98.0,84.53,86.97,98.0,96.96,89.02,98.29,72.51,91.38,2025-04-14 20:00:05,2025-04-14 20:20:00
Gear Reducer,1236,240,1.8535507083333334,0.165604653816265,1.54304,2.27876,240,1.778095375,0.16874319494930687,1.45598,2.2219,240,50.00666666666667,0.062357228841896206,49.9,50.1,240,2.762709291666667,0.5834317733983923,1.55158,3.8342,83.58,97.51,92.07,98.0,88.97,87.14,98.0,96.85,84.88,98.12,70.59,91.36,2025-04-14 20:20:05,2025-04-14 20:40:00
Gear Reducer,1237,240,1.892287875,0.17348142222431706,1.54716,2.33198,240,1.8228110833333333,0.17794295984806743,1.46882,2.27078,240,49.80333333333333,0.0626250492390219,49.7,49.9,240,2.829430708333333,0.5886225421442988,1.74397,3.94186,81.61,97.23,91.32,98.0,85.22,87.25,98.0,96.95,88.31,98.42,73.18,91.24,2025-04-14 20:40:05,2025-04-14 21:00:00
Gear Reducer,1238,240,1.8776638333333333,0.18014028964981307,1.59065,2.33952,240,1.8070964583333333,0.18354903408675932,1.5169,2.27433,240,49.60541666666667,0.06347530516201534,49.5,49.7,240,2.7871845833333335,0.6213154687201626,1.55636,4.03669,83.83,97.14,92.01,98.0,88.85,86.7,98.0,96.83,84.12,97.91,70.76,91.05,2025-04-14 21:00:05,2025-04-14 21:20:00
Gear Reducer,1239,240,1.7614945833333333,0.12380094458170991,1.54618,2.14152,240,1.6703647916666666,0.1260799923637109,1.45061,2.06503,240,49.54,0.059143114136726245,49.4,49.6,240,2.5903642083333334,0.521785667565903,1.61207,3.67918,85.43,97.38,92.05,98.0,88.73,86.97,98.0,96.78,82.98,97.36,67.9,90.83,2025-04-14 21:20:05,2025-04-14 21:40:00
Gear Reducer,1240,240,1.7765819583333333,0.13010291676416097,1.54273,2.04056,240,1.6894685416666666,0.12873179728317152,1.45305,1.95632,240,49.175,0.13272174939135284,49.0,49.4,240,2.65357925,0.5522692382001705,1.6643,3.65279,88.39,96.86,91.32,98.0,91.46,86.33,98.0,96.91,87.73,97.87,66.52,90.59,2025-04-14 21:40:05,2025-04-14 22:00:00
Gear Reducer,1241,240,1.730771125,0.10949441587939965,1.52159,2.11765,240,1.633092625,0.11010507754617287,1.41725,2.04134,240,49.035833333333336,0.059700554490013234,49.0,49.2,240,2.4784942083333332,0.5172965532355003,1.56405,3.64969,85.67,97.63,91.71,98.0,88.5,86.94,98.0,96.8,83.13,97.53,69.13,91.26,2025-04-14 22:00:05,2025-04-14 22:20:00
Gear Reducer,1242,240,1.934426625,0.19772282217343304,1.60213,2.39279,240,1.8714289583333332,0.2010487921320067,1.5196,2.33297,240,49.151666666666664,0.09549109650566825,49.0,49.3,240,2.847744625,0.6478497593535244,1.74804,3.97755,81.73,97.73,91.79,98.0,84.32,87.35,98.0,96.89,89.16,98.81,69.18,90.24,2025-04-14 22:20:05,2025-04-14 22:40:00
Gear Reducer,1243,240,1.8640767916666665,0.16830390563254866,1.5536,2.29339,240,1.7900927083333333,0.17050987401609827,1.47013,2.23503,240,48.89458333333333,0.0542332762851857,48.8,49.0,240,2.78872225,0.5978659100948086,1.59617,3.9064,84.69,97.52,91.88,98.0,88.4,86.99,98.0,96.83,81.69,97.78,71.46,91.67,2025-04-14 22:40:05,2025-04-14 23:00:00
Gear Reducer,1244,240,1.8660614583333335,0.171374386602024,1.60176,2.3338,240,1.7913797916666667,0.1759385226773293,1.52125,2.27533,240,48.89041666666666,0.08202352793732189,48.7,49.0,240,2.794691125,0.5718363793982784,1.78981,3.90885,80.61,97.21,91.19,98.0,86.25,87.14,98.0,96.79,80.42,97.6,67.4,91.31,2025-04-14 23:00:05,2025-04-14 23:20:00
Gear Reducer,1245,240,1.755539,0.11636870007144533,1.52981,2.03229,240,1.6643118333333333,0.11764299361735267,1.42526,1.94663,240,48.65625,0.07348540400999302,48.5,48.8,240,2.6336555,0.5272329332136043,1.60603,3.65922,89.12,96.84,91.76,98.0,91.28,86.54,98.0,96.84,84.91,97.88,65.4,91.12,2025-04-14 23:20:05,2025-04-14 23:40:00
Gear Reducer,1246,240,1.8070305,0.14215353982320586,1.5492,2.13336,240,1.726548875,0.1429195634352994,1.46411,2.05717,240,48.64416666666667,0.05141647707073503,48.5,48.7,240,2.6691945833333337,0.5556804412856735,1.70106,3.74174,83.46,97.61,92.05,98.0,89.24,86.92,98.0,96.82,86.34,97.79,69.48,90.92,2025-04-14 23:40:05,2025-04-15 00:00:00
Gear Reducer,1247,194,1.9390738659793816,0.19743699758017527,1.58593,2.38925,194,1.8768812886597939,0.20096264558135216,1.50902,2.33102,217,48.73732718894009,0.06964359564773605,48.6,48.9,194,2.9215995876288656,0.6458205240873595,1.80705,4.00952,81.55,97.41,92.22,98.0,87.85,87.0,98.0,96.9,87.75,97.76,69.68,89.77,2025-04-15 00:00:05,2025-04-15 00:20:00
Gear Reducer,1248,240,1.7192104583333332,0.08900525592231859,1.5477,1.98254,240,1.6195727916666667,0.08768832869455952,1.4437,1.89251,240,48.69500000000001,0.0611603284332109,48.6,48.8,240,2.5086127916666663,0.5179955652151382,1.63105,3.48215,82.31,96.55,91.32,98.0,88.64,86.81,98.0,96.88,87.61,97.68,69.72,90.91,2025-04-15 00:20:05,2025-04-15 00:40:00
Gear Reducer,1249,240,1.9049835,0.2066709925017869,1.54928,2.34986,240,1.841707125,0.21302628047073832,1.45671,2.29776,240,48.45333333333333,0.1968085675812112,48.1,48.8,240,2.788096541666667,0.6697013678302919,1.6959,4.00583,88.08,96.86,90.71,98.0,91.34,86.72,98.0,96.9,87.31,97.78,65.16,90.89,2025-04-15 00:40:05,2025-04-15 01:00:00
Gear Reducer,1250,240,1.7361284583333334,0.10235862094476328,1.54069,2.0528,240,1.6393285000000002,0.10417002585008173,1.43791,1.97554,240,48.17958333333333,0.08308785322090577,48.1,48.4,240,2.5306563333333334,0.5196325285264745,1.61628,3.58208,83.35,97.51,92.06,98.0,89.02,86.89,98.0,96.86,85.01,97.43,68.38,91.11,2025-04-15 01:00:05,2025-04-15 01:20:00
Gear Reducer,1251,240,1.9140235416666667,0.19694056449889835,1.5997,2.35102,240,1.8500642083333332,0.20144292387494528,1.5252,2.2984,240,48.29083333333333,0.10062219269367648,48.1,48.4,240,2.8277099583333336,0.649973161463618,1.70869,4.01987,82.77,96.79,91.21,98.0,88.38,86.62,98.0,96.82,87.07,97.84,71.64,89.81,2025-04-15 01:20:05,2025-04-15 01:40:00
Gear Reducer,1252,240,1.7307044583333335,0.09624820911944904,1.53332,2.04336,240,1.6354870000000001,0.09729390314121386,1.43208,1.96509,240,48.08708333333333,0.0855686940107108,48.0,48.3,240,2.5815592499999998,0.503166562522232,1.6683,3.59278,84.93,97.25,91.25,98.0,89.9,86.89,98.0,96.84,80.44,97.85,64.35,91.11,2025-04-15 01:40:05,2025-04-15 02:00:00
Gear Reducer,1253,240,1.8190358333333334,0.1857711374034989,1.53384,2.35293,240,1.7374501666666666,0.19988687598012364,1.43431,2.29955,240,48.26333333333333,0.13061382815765024,48.0,48.4,240,2.6766092083333333,0.6053529866808878,1.68988,3.99792,78.52,97.28,91.72,98.0,82.38,86.67,98.0,96.93,87.13,98.83,66.31,90.87,2025-04-15 02:00:05,2025-04-15 02:20:00
Gear Reducer,1254,240,1.855605375,0.1986868083544674,1.55051,2.32082,240,1.7807980833333334,0.21116851125408093,1.44856,2.2672,240,48.04708333333333,0.1653949037849802,47.8,48.4,240,2.8065175,0.6314095493977829,1.74832,4.00964,89.2,96.88,90.55,98.0,90.44,86.2,98.0,96.86,86.18,98.01,64.78,90.43,2025-04-15 02:20:05,2025-04-15 02:40:00
Gear Reducer,1255,240,1.7479990833333334,0.11781107013002354,1.54007,2.31365,240,1.653510375,0.12572380256934146,1.43971,2.26341,240,47.94583333333333,0.18037424290482376,47.7,48.2,240,2.6038542083333334,0.5088145371640793,1.73993,3.93905,79.05,97.12,92.19,98.0,82.75,86.22,98.0,96.94,85.13,98.31,65.42,91.29,2025-04-15 02:40:05,2025-04-15 03:00:00
Gear Reducer,1256,240,1.862087375,0.20851587446513303,1.52387,2.34843,240,1.7920049166666667,0.22078298100642893,1.42325,2.29967,240,47.88208333333333,0.11302160961465878,47.7,48.1,240,2.75617175,0.6636314003760864,1.64066,3.99463,85.81,96.69,90.74,98.0,90.17,86.91,98.0,96.82,87.73,97.76,64.43,90.9,2025-04-15 03:00:05,2025-04-15 03:20:00
Gear Reducer,1257,240,1.76183825,0.1335904943387731,1.54455,2.32825,240,1.6679207083333334,0.14362932898792377,1.44731,2.27072,240,47.83583333333333,0.0979247711711617,47.7,48.1,240,2.6417259583333332,0.5150770870899838,1.7488,3.90176,80.09,97.12,92.04,98.0,83.41,87.13,98.0,96.92,87.53,98.59,69.22,89.93,2025-04-15 03:20:05,2025-04-15 03:40:00
Gear Reducer,1258,240,1.8531065833333333,0.19328525999726556,1.5126,2.36335,240,1.78232875,0.20368508007943664,1.41246,2.31138,240,47.94541666666667,0.10258088620588189,47.8,48.2,240,2.7683904166666666,0.6259627255935145,1.61741,4.11814,86.58,97.22,91.9,98.0,90.65,87.02,98.0,96.86,82.92,98.05,70.47,91.43,2025-04-15 03:40:05,2025-04-15 04:00:00
Gear Reducer,1259,240,1.8288034166666667,0.1930552647478307,1.52353,2.34907,240,1.7520780833333334,0.20627372874298056,1.42708,2.29509,240,47.85791666666667,0.07501626973692671,47.7,48.0,240,2.7297039583333333,0.6142215808393459,1.70266,4.01715,87.82,96.99,91.01,98.0,89.92,86.71,98.0,96.88,85.47,98.11,65.34,90.7,2025-04-15 04:00:05,2025-04-15 04:20:00
Gear Reducer,1260,240,1.761769625,0.0888821046714193,1.55813,1.96546,240,1.678602875,0.08914549296966402,1.45823,1.88246,240,47.76833333333333,0.05007664975582355,47.7,47.9,240,2.703917208333333,0.43343243515509455,1.8245,3.52385,79.9,97.14,92.0,98.0,88.5,87.09,98.0,96.89,81.7,97.44,66.94,92.06,2025-04-15 04:20:05,2025-04-15 04:40:00
Gear Reducer,1261,240,1.7957699166666667,0.10042017379706307,1.62784,2.0221,240,1.7210915,0.09835206343458691,1.55097,1.94826,240,47.735,0.0809462862349501,47.6,47.8,240,2.6570696666666667,0.44135406500179897,2.08942,3.53885,82.26,97.69,92.06,98.0,89.37,86.44,98.0,96.89,81.21,97.44,69.54,91.07,2025-04-15 04:40:05,2025-04-15 05:00:00
Gear Reducer,1262,240,1.779622375,0.12736169906239336,1.5458,2.2909,240,1.702150375,0.13352255258499504,1.43867,2.23995,240,47.742916666666666,0.05956461044356474,47.6,47.8,240,2.64239575,0.4689631405070626,1.81591,3.90446,87.76,96.78,90.7,98.0,89.85,86.78,98.0,96.86,85.26,97.94,64.11,90.63,2025-04-15 05:00:05,2025-04-15 05:20:00
Gear Reducer,1263,240,1.7636757916666668,0.13914594251432233,1.53489,2.24472,240,1.680011,0.1502126882689589,1.42894,2.18593,240,47.766666666666666,0.04723896932778524,47.7,47.8,240,2.6162329583333332,0.5209539590045446,1.70557,3.81642,89.47,97.01,90.28,98.0,90.59,86.58,98.0,96.86,86.76,98.02,64.19,90.47,2025-04-15 05:20:05,2025-04-15 05:40:00
Gear Reducer,1264,240,1.7619645416666667,0.12539243350260554,1.54365,2.22933,240,1.6758160416666668,0.13784500048815654,1.44221,2.17124,240,47.78333333333333,0.07744165932959814,47.7,48.0,240,2.6229937916666666,0.46754953592996407,1.8299,3.60166,77.02,97.14,92.18,98.0,84.3,86.32,98.0,96.96,83.64,97.5,66.75,90.9,2025-04-15 05:40:05,2025-04-15 06:00:00
Gear Reducer,1265,240,1.7962652916666668,0.16512978434980272,1.52005,2.26573,240,1.720430375,0.17903223432753837,1.42426,2.2142,240,47.745000000000005,0.08011498013381826,47.6,47.9,240,2.65154475,0.5206307747225684,1.70277,3.75478,86.57,96.97,91.23,98.0,90.02,86.94,98.0,96.84,80.48,97.94,65.43,89.78,2025-04-15 06:00:05,2025-04-15 06:20:00
Gear Reducer,1266,240,1.7475119583333334,0.07620863796952286,1.57156,1.95913,240,1.6663725,0.07690875141861209,1.47662,1.88249,240,47.57125,0.058988155679433454,47.5,47.7,240,2.55512575,0.37294135622242935,1.81472,3.24438,82.97,97.47,92.66,98.0,89.3,87.07,98.0,96.88,85.23,97.24,67.63,91.37,2025-04-15 06:20:05,2025-04-15 06:40:00
Gear Reducer,1267,240,1.7738765,0.07828181936394218,1.61867,1.98699,240,1.6996814583333333,0.07685300875546848,1.53592,1.91035,240,47.54541666666667,0.05910625611435232,47.5,47.7,240,2.5315766666666666,0.3676547770908365,2.09147,3.2469,80.24,97.33,92.27,98.0,88.23,86.88,98.0,96.9,80.16,97.39,69.16,90.56,2025-04-15 06:40:05,2025-04-15 07:00:00
Gear Reducer,1268,240,1.769376125,0.06657075610030833,1.63126,1.96669,240,1.6944709166666667,0.06503905597152115,1.55304,1.89278,240,47.37083333333333,0.13090980850852585,47.1,47.5,240,2.5241351666666665,0.3302088765827332,2.09548,3.22592,82.32,97.41,92.07,98.0,89.55,86.98,98.0,96.87,83.04,97.77,69.34,91.28,2025-04-15 07:00:05,2025-04-15 07:20:00
Gear Reducer,1269,240,1.7672953333333332,0.14916214210003687,1.49319,2.2764,240,1.68505375,0.16315441319716512,1.39649,2.22047,240,47.40125,0.12492047679628392,47.1,47.6,240,2.5952387083333335,0.5143032360644431,1.68984,3.78442,79.63,97.33,92.0,98.0,83.51,86.46,98.0,96.91,86.87,98.39,66.71,90.96,2025-04-15 07:20:05,2025-04-15 07:40:00
Gear Reducer,1270,240,1.72955025,0.09336723041527165,1.52325,2.15504,240,1.6485359583333334,0.09753643405903371,1.43359,2.10019,240,47.669583333333335,0.1526332099910984,47.4,48.0,240,2.472172833333333,0.39335514041791025,1.68812,3.48432,80.97,97.17,91.98,98.0,87.84,86.76,98.0,96.92,82.87,97.87,68.2,91.05,2025-04-15 07:40:05,2025-04-15 08:00:00
Gear Reducer,1271,240,1.7461740416666667,0.07758974745657338,1.61629,1.94465,240,1.6707615833333334,0.07548811461211469,1.53608,1.87035,240,48.124583333333334,0.10948640719845658,47.9,48.3,240,2.4327950416666666,0.39582864633818887,1.89268,3.21509,80.32,97.11,92.33,98.0,87.14,86.65,98.0,96.91,80.93,97.77,66.66,90.44,2025-04-15 08:00:05,2025-04-15 08:20:00
Gear Reducer,1272,240,1.710106,0.06222025476963534,1.55849,1.87634,240,1.6214657083333333,0.06260561242100533,1.45614,1.79245,240,48.31916666666666,0.04805128594421261,48.2,48.4,240,2.442345875,0.3517631210948798,1.76753,3.04018,77.88,97.06,91.8,98.0,86.87,87.1,98.0,96.82,87.06,97.14,66.81,91.29,2025-04-15 08:20:05,2025-04-15 08:40:00
Gear Reducer,1273,240,1.7743377916666667,0.11971430843494368,1.59785,2.24109,240,1.7026230833333333,0.12401931069973136,1.51861,2.18999,240,48.39666666666666,0.09277978907504505,48.2,48.6,240,2.4315033749999997,0.41916339351553245,1.72142,3.67727,76.76,97.01,91.05,98.0,86.85,87.01,98.0,96.88,82.63,97.43,64.95,91.05,2025-04-15 08:40:05,2025-04-15 09:00:00
Gear Reducer,1274,240,1.70777875,0.08756577270291498,1.51611,2.05832,240,1.6212713333333333,0.09161655722655937,1.41276,1.98735,240,48.60958333333334,0.07167915301041324,48.5,48.7,240,2.349110791666667,0.3903971915558364,1.57241,3.26512,80.86,97.47,91.76,98.0,86.09,86.57,98.0,96.9,86.37,97.71,69.23,90.32,2025-04-15 09:00:05,2025-04-15 09:20:00
