location,bucket_id,High-Frequency Acceleration_count,High-Frequency Acceleration_mean,High-Frequency Acceleration_std,High-Frequency Acceleration_min,High-Frequency Acceleration_max,Low-Frequency Acceleration Z_count,Low-Frequency Acceleration Z_mean,Low-Frequency Acceleration Z_std,Low-Frequency Acceleration Z_min,Low-Frequency Acceleration Z_max,Temperature_count,Temperature_mean,Temperature_std,Temperature_min,Temperature_max,Vibration Velocity Z_count,Vibration Velocity Z_mean,Vibration Velocity Z_std,Vibration Velocity Z_min,Vibration Velocity Z_max,alignment_status_rating,bearing_lubrication_rating,crest_factor_rating,electromagnetic_status_rating,fit_condition_rating,kurtosis_opt_rating,rms_10_25khz_rating,rms_1_10khz_rating,rotor_balance_status_rating,rubbing_condition_rating,velocity_rms_rating,peak_value_opt_rating,datetime,bucket_end
Motor Drive End,2946,240,2.861123833333333,0.46416794312375537,2.19153,4.53111,240,2.4406335833333332,0.5122818484175177,1.7229,4.25226,240,29.834583333333335,0.3337560952279609,28.9,30.3,240,6.221334833333333,0.765699197926036,4.58169,7.81434,88.88,97.4,90.73,98.0,88.9,86.68,98.0,96.86,83.13,96.86,68.73,90.89,2025-04-05 12:20:05,2025-04-05 12:40:00
Motor Drive End,2947,240,2.8769079583333332,0.4686194449215434,2.28352,4.43296,240,2.4441060833333332,0.5173621960031625,1.76966,4.1601,240,31.11125,0.4309162418978678,30.0,31.9,240,6.3022156250000005,0.7231311968428047,4.45035,7.6729,86.84,97.36,90.4,98.0,88.92,86.46,98.0,96.92,83.2,96.74,68.9,90.81,2025-04-05 12:40:05,2025-04-05 13:00:00
Motor Drive End,2948,240,2.6354689583333335,0.221013927835412,2.26345,3.27513,240,2.247085333333333,0.24778228253947904,1.79846,2.97347,240,31.6925,0.34109410473433965,30.9,32.3,240,6.419835166666667,0.5270222838999966,5.3718,7.64144,82.51,97.49,90.86,98.0,88.3,86.71,98.0,96.88,85.1,97.03,69.24,91.09,2025-04-05 13:00:05,2025-04-05 13:20:00
Motor Drive End,2949,240,2.5785248333333333,0.3020292132396818,2.16082,4.02814,240,2.2402632916666665,0.3298748863568613,1.75813,3.77555,240,32.40125,0.3890210059832718,31.8,33.0,240,6.568259083333333,0.607785826292317,4.69026,7.77109,79.33,97.5,90.72,98.0,80.67,84.03,98.0,96.96,88.16,97.13,68.95,88.3,2025-04-05 13:20:05,2025-04-05 13:40:00
Motor Drive End,2950,240,2.7917226666666664,0.47355551951414904,2.09354,4.19446,240,2.479231125,0.5189923785051451,1.65933,3.97118,240,31.896666666666665,0.39184860310397523,31.3,32.6,240,6.274333291666666,0.7913791578857643,4.78135,7.79536,90.09,96.9,90.21,98.0,88.79,86.62,98.0,96.82,84.84,97.79,66.17,91.08,2025-04-05 13:40:05,2025-04-05 14:00:00
Motor Drive End,2951,240,2.4831569583333333,0.3542001200765712,1.91078,4.15585,240,2.2523289583333335,0.3862222037945657,1.68429,4.03343,240,32.149166666666666,0.27866863191902097,31.6,32.7,240,6.4018218749999996,0.6882197456127527,4.75497,7.73051,79.04,97.23,91.2,98.0,84.12,86.86,98.0,97.06,88.26,98.43,69.69,91.77,2025-04-05 14:00:05,2025-04-05 14:20:00
Motor Drive End,2952,240,2.416251041666667,0.33714803635580565,1.87584,3.7609,240,2.2238655416666666,0.35960943510719484,1.64023,3.65586,240,31.5375,0.20396180625313312,31.2,31.9,240,6.318808458333334,0.7150231468726884,4.66707,7.59883,82.19,96.98,91.48,98.0,89.21,86.52,98.0,96.77,85.2,97.88,67.06,90.28,2025-04-05 14:20:05,2025-04-05 14:40:00
Motor Drive End,2953,240,2.266873791666667,0.16345844224643186,2.01175,2.70613,240,2.0919245416666667,0.17444357587907722,1.80454,2.5542,240,31.77125,0.2056892179802032,31.4,32.0,240,6.371253625,0.5237075734847629,5.29361,7.6144,84.79,97.74,91.62,98.0,88.3,86.98,98.0,96.91,81.85,97.34,70.12,91.08,2025-04-05 14:40:05,2025-04-05 15:00:00
Motor Drive End,2954,240,2.204158458333333,0.1279045776172127,2.01993,2.68032,240,2.024707333333333,0.13759205596250368,1.83445,2.5409,240,32.26291666666666,0.17972501465463428,31.9,32.5,240,6.380013583333334,0.48724998146466364,5.35582,7.29179,82.52,97.09,92.27,98.0,89.68,86.92,98.0,96.93,88.3,97.6,68.6,91.45,2025-04-05 15:00:05,2025-04-05 15:20:00
Motor Drive End,2955,240,2.262965791666667,0.2881898209452263,1.76007,3.36975,240,2.0965835416666665,0.3064095297392349,1.57055,3.2564,240,31.901666666666664,0.36943546966723395,31.4,32.5,240,6.142704208333333,0.6299708929566451,4.64257,7.36729,80.18,97.45,91.84,98.0,89.51,87.2,98.0,96.88,84.08,97.39,69.2,91.42,2025-04-05 15:20:05,2025-04-05 15:40:00
Motor Drive End,2956,240,2.1629455416666667,0.10508960471403539,1.9612,2.50469,240,1.9810293749999999,0.11356264933452165,1.74919,2.36998,240,31.6275,0.09933881837841846,31.5,31.8,240,6.421261291666667,0.6912124738787666,5.06478,7.88059,82.62,97.15,91.92,98.0,89.97,86.68,98.0,96.85,81.2,97.59,72.09,91.52,2025-04-05 15:40:05,2025-04-05 16:00:00
Motor Drive End,2957,240,2.1624105,0.10868719781458439,1.98459,2.55715,240,1.9905958750000001,0.11884119066381979,1.81361,2.4142,240,31.65666666666667,0.07457924749021336,31.5,31.8,240,6.1688345,0.6282045168964656,5.00077,7.2235,81.86,97.09,91.22,98.0,88.96,86.92,98.0,96.93,80.61,97.5,70.65,90.27,2025-04-05 16:00:05,2025-04-05 16:20:00
Motor Drive End,2958,240,2.1655859583333332,0.10654867719324383,1.96538,2.5533,240,1.9908727083333335,0.11891441427313586,1.76313,2.42109,240,31.584583333333335,0.12696914812117446,31.3,31.9,240,6.397606541666667,0.6460802048414651,5.21222,7.79622,84.54,97.15,91.83,98.0,90.32,87.1,98.0,96.88,82.29,97.73,67.82,91.31,2025-04-05 16:20:05,2025-04-05 16:40:00
Motor Drive End,2959,240,2.218556833333333,0.22856459179533062,1.70452,3.02655,240,2.053223291666667,0.24533333730434048,1.50798,2.92148,240,31.490416666666665,0.2215196500755578,31.0,31.9,240,6.183439083333334,0.6940826937300472,4.6121,7.42778,88.07,97.11,91.77,98.0,88.37,86.88,98.0,96.94,85.98,97.53,74.16,90.25,2025-04-05 16:40:05,2025-04-05 17:00:00
Motor Drive End,2960,240,2.18333725,0.1301288937646279,1.85371,2.66694,240,2.0007755,0.14210094377121316,1.66956,2.52926,240,31.064583333333335,0.09786333082530528,30.9,31.3,240,6.468580916666666,0.6742500342556292,4.95302,7.81057,89.5,96.95,91.38,98.0,90.28,86.96,98.0,96.82,85.66,97.9,67.56,90.85,2025-04-05 17:00:05,2025-04-05 17:20:00
Motor Drive End,2961,240,2.172066125,0.12529888054771898,1.89257,2.45903,240,1.9821229166666667,0.13590830036995188,1.67145,2.30905,240,31.78291666666667,0.2773149677764705,31.3,32.2,240,6.554211458333333,0.6196800165532507,5.32881,7.71048,82.45,97.34,91.91,98.0,89.66,87.27,98.0,96.79,82.94,97.84,69.31,90.38,2025-04-05 17:20:05,2025-04-05 17:40:00
Motor Drive End,2962,240,2.224436291666667,0.23870589911079101,1.76863,3.32207,240,2.05764975,0.25450544193723923,1.58112,3.20759,240,32.21125,0.2543317192781093,31.7,32.5,240,6.192266875,0.6492649964246062,4.60082,7.42234,82.49,97.35,92.39,98.0,90.42,87.25,98.0,96.83,81.16,97.33,67.59,90.95,2025-04-05 17:40:05,2025-04-05 18:00:00
Motor Drive End,2963,240,2.1711215416666665,0.07484326810380837,2.02614,2.46827,240,1.9962294999999999,0.08024566975999466,1.82584,2.30631,240,31.557916666666664,0.13970917691534895,31.4,31.8,240,6.376141791666667,0.5718993619954049,5.38846,7.40132,81.86,97.3,90.98,98.0,88.59,87.12,98.0,96.87,82.58,97.54,68.04,90.71,2025-04-05 18:00:05,2025-04-05 18:20:00
Motor Drive End,2964,240,2.183127208333333,0.11422118158702599,1.96153,2.5548,240,1.9975527083333333,0.12613565317979875,1.75664,2.41182,240,31.125833333333333,0.29086390822888486,30.8,31.8,240,6.525319625,0.6435321957447899,5.36783,7.83469,88.84,96.95,90.68,98.0,90.61,86.46,98.0,96.79,84.73,97.68,67.29,90.01,2025-04-05 18:20:05,2025-04-05 18:40:00
Motor Drive End,2965,240,2.3094639166666666,0.32323459481339106,1.75809,3.26678,240,2.1486710833333333,0.34233117557594206,1.57375,3.14812,240,30.355,0.5479287740414756,29.4,31.1,240,5.9609595833333335,0.7108916950464523,4.50525,7.52031,80.36,97.49,92.34,98.0,87.66,87.13,98.0,96.89,88.11,97.9,70.21,91.01,2025-04-05 18:40:05,2025-04-05 19:00:00
Motor Drive End,2966,240,2.1536026666666666,0.11980251952654984,1.90592,2.55564,240,1.949609875,0.1261457725780568,1.6867,2.41078,240,29.550833333333333,0.1704023460921102,29.2,29.7,240,6.859709541666667,0.6212178545973225,5.15601,7.89095,83.89,97.12,92.46,98.0,89.65,86.63,98.0,96.82,80.8,98.09,68.98,90.59,2025-04-05 19:00:05,2025-04-05 19:20:00
Motor Drive End,2967,240,2.1986015,0.09873337433181148,2.03653,2.54425,240,2.0219732083333333,0.10700334831951863,1.84918,2.40009,240,29.65625,0.10451371754373331,29.5,29.9,240,6.371534708333333,0.6266580752980976,5.26624,7.55889,80.34,97.38,90.72,98.0,88.91,87.2,98.0,96.84,82.32,97.39,67.69,90.55,2025-04-05 19:20:05,2025-04-05 19:40:00
Motor Drive End,2968,240,2.1893880833333332,0.11436483482629849,1.97586,2.55686,240,2.002467916666667,0.12544634480498118,1.77368,2.4025,240,29.949166666666667,0.12542535717769443,29.5,30.2,240,6.3140672916666665,0.6097423821003874,5.22021,7.32447,83.9,97.2,90.76,98.0,90.82,86.98,98.0,96.9,80.0,97.8,68.22,91.66,2025-04-05 19:40:05,2025-04-05 20:00:00
Motor Drive End,2969,240,2.2056579166666666,0.2019866603797732,1.7604,3.10965,240,2.0057095,0.21771312944323437,1.5517,2.96958,240,29.566666666666666,0.19930142992991268,29.2,29.8,240,6.4912607499999995,0.689228000946693,4.70251,7.76918,82.0,97.5,91.76,98.0,85.66,86.41,98.0,97.03,88.42,98.54,70.24,91.59,2025-04-05 20:00:05,2025-04-05 20:20:00
Motor Drive End,2970,240,2.2854941666666666,0.2852896893208298,1.77364,3.34773,240,2.0961439166666667,0.30956664738179807,1.57121,3.22972,240,29.04875,0.3253554541545519,28.5,29.5,240,6.372621625,0.7409376613501103,4.37599,7.73378,88.92,97.13,91.87,98.0,89.6,86.57,98.0,96.72,86.56,98.16,66.47,90.68,2025-04-05 20:20:05,2025-04-05 20:40:00
Motor Drive End,2971,240,2.26630625,0.26101422351651443,1.75045,3.44141,240,2.082898458333333,0.2806434473436781,1.54764,3.32468,240,28.990833333333335,0.2670138082190496,28.4,29.2,240,6.294518083333333,0.6901681256845722,4.63484,7.73399,78.36,97.57,91.16,98.0,84.44,86.75,98.0,96.98,88.29,98.28,73.22,90.64,2025-04-05 20:40:05,2025-04-05 21:00:00
Motor Drive End,2972,240,2.198838416666667,0.17955084788361547,1.78435,2.97506,240,1.979585625,0.19740827195118787,1.57007,2.84201,240,28.561249999999998,0.26787264350446915,28.2,28.9,240,6.70633175,0.6563252850449943,4.84318,7.97477,83.58,97.3,91.74,98.0,88.24,86.96,98.0,96.8,84.29,97.83,66.71,90.47,2025-04-05 21:00:05,2025-04-05 21:20:00
Motor Drive End,2973,240,2.242552875,0.23367711842046035,1.77974,3.3541,240,2.052529333333333,0.2535616430865322,1.5803,3.22408,240,28.4975,0.33133746970188954,28.1,29.0,240,6.1304572083333335,0.6961328606676876,4.43251,7.783,86.95,96.84,90.28,98.0,89.99,86.57,98.0,96.73,82.8,97.75,65.76,91.24,2025-04-05 21:20:05,2025-04-05 21:40:00
Motor Drive End,2974,240,2.199165625,0.1672258231483439,1.82429,2.9819,240,1.9965419583333335,0.1807449725057575,1.6164,2.8413,240,28.884999999999998,0.21263440248779586,28.3,29.1,240,6.312860375,0.76967855641623,4.7291,7.93269,78.81,97.06,91.59,98.0,85.3,85.86,98.0,97.01,87.34,98.53,68.23,91.1,2025-04-05 21:40:05,2025-04-05 22:00:00
Motor Drive End,2975,240,2.218212416666667,0.19520643831336323,1.76654,3.58664,240,2.000464958333333,0.21203456092133388,1.56301,3.46592,240,28.81791666666667,0.2768090616739704,28.3,29.2,240,6.596328291666667,0.6583376709885868,4.51422,7.8666,85.42,96.97,90.98,98.0,89.2,86.98,98.0,96.75,84.7,97.88,65.93,89.57,2025-04-05 22:00:05,2025-04-05 22:20:00
Motor Drive End,2976,240,2.2781430416666666,0.27188037771590634,1.78162,3.29049,240,2.0978579583333334,0.2923137671819419,1.56819,3.17659,240,28.980833333333333,0.45395442112336826,28.4,29.7,240,6.238367125,0.7560342128726449,4.66502,7.85305,90.29,97.07,91.79,98.0,90.37,86.81,98.0,96.79,85.89,98.1,66.51,91.03,2025-04-05 22:20:05,2025-04-05 22:40:00
Motor Drive End,2977,240,2.2346281666666665,0.27172332878314454,1.77759,3.26834,240,2.044398333333333,0.2951585114080651,1.58183,3.13875,240,29.447083333333335,0.24731155569200497,28.8,29.8,240,6.380503583333334,0.7873226662565567,4.67977,7.93902,81.57,97.37,92.48,98.0,88.33,87.03,98.0,96.87,80.11,97.47,69.58,90.72,2025-04-05 22:40:05,2025-04-05 23:00:00
Motor Drive End,2978,240,2.1771206666666667,0.16491014295090892,1.81041,2.91988,240,1.9722836666666665,0.17917146140119952,1.62998,2.78269,240,29.100416666666668,0.09440317554879156,29.0,29.3,240,6.495916041666666,0.6584012198336269,4.87412,7.76196,79.95,97.73,91.63,98.0,85.02,86.73,98.0,97.03,85.72,97.98,71.09,91.34,2025-04-05 23:00:05,2025-04-05 23:20:00
Motor Drive End,2979,240,2.2849226666666667,0.2774146164717886,1.81392,3.01462,240,2.0997678333333334,0.3010947916203346,1.61718,2.88442,240,27.983333333333334,0.544939954211436,27.3,29.2,240,6.195609833333333,0.7066413819395433,4.50157,7.7129,88.79,97.31,91.25,98.0,90.61,86.66,98.0,96.76,85.6,98.07,66.1,91.05,2025-04-05 23:20:05,2025-04-05 23:40:00
Motor Drive End,2980,240,2.1992621249999997,0.19800324456595478,1.84139,3.22672,240,2.002448625,0.21738132054610687,1.63304,3.11487,240,27.425,0.2452050631870219,27.0,27.8,240,6.379037833333333,0.8010602288742019,4.45369,7.80387,84.02,97.26,91.5,98.0,87.27,87.02,98.0,97.03,86.39,98.53,70.16,91.86,2025-04-05 23:40:05,2025-04-06 00:00:00
Motor Drive End,2981,194,2.1996529381443297,0.13342153415508573,1.90182,2.61433,194,1.9782087113402063,0.14550509423943206,1.66342,2.47197,217,27.55990783410138,0.41096768231890507,26.9,28.2,194,6.598882886597938,0.6485274453218353,4.55539,7.85517,88.36,97.12,91.75,98.0,89.6,86.59,98.0,96.75,87.48,97.93,66.68,90.07,2025-04-06 00:00:05,2025-04-06 00:20:00
Motor Drive End,2982,240,2.2059153749999996,0.16805276467876631,1.81406,3.01422,240,2.004041083333333,0.18501142544293897,1.61147,2.87986,240,28.63,0.17837011964336807,28.2,28.9,240,6.4853759166666665,0.7795824838498595,4.84802,7.99496,80.21,96.92,91.53,98.0,90.54,86.74,98.0,96.8,85.17,97.92,66.07,90.29,2025-04-06 00:20:05,2025-04-06 00:40:00
Motor Drive End,2983,240,2.3044089166666666,0.31705882630605114,1.79654,3.2016,240,2.1209885,0.34371123240995477,1.5971,3.08225,240,28.850416666666668,0.2724440623046835,28.3,29.2,240,6.3124395416666665,0.7047378197416874,4.59878,7.87139,78.18,97.47,91.86,98.0,83.65,86.49,98.0,97.0,88.42,97.96,70.86,90.73,2025-04-06 00:40:05,2025-04-06 01:00:00
Motor Drive End,2984,240,2.170698166666667,0.13310532606769399,1.87043,2.98612,240,1.960617625,0.14449621634730528,1.657,2.86271,240,28.500833333333333,0.34809603670119715,27.9,28.9,240,6.5913532083333335,0.6935940008765982,4.98709,7.92952,81.07,97.34,91.48,98.0,84.56,85.97,98.0,96.93,86.64,98.01,70.84,91.13,2025-04-06 01:00:05,2025-04-06 01:20:00
Motor Drive End,2985,240,2.340322875,0.3154179420419716,1.81263,3.25045,240,2.1598958749999997,0.34219742173597034,1.60945,3.12356,240,28.295,0.3981862645235721,27.8,28.9,240,6.262060833333334,0.6833945405145995,4.76679,7.90098,84.55,97.0,91.78,98.0,89.25,86.71,98.0,96.73,84.21,97.96,65.55,89.92,2025-04-06 01:20:05,2025-04-06 01:40:00
Motor Drive End,2986,240,2.2173715,0.2539470541320437,1.80015,3.2577,240,2.021655958333333,0.2768089068404244,1.59955,3.14117,240,28.133750000000003,0.1474557589137187,27.8,28.4,240,6.542340291666666,0.7001752555066217,4.71569,7.93296,82.38,97.51,91.62,98.0,84.8,86.94,98.0,96.89,87.81,98.55,71.25,90.38,2025-04-06 01:40:05,2025-04-06 02:00:00
Motor Drive End,2987,240,2.1533164166666667,0.16161430805685473,1.84508,2.86877,240,1.9415554166666666,0.1788276472283154,1.6544,2.73602,240,27.745833333333334,0.1386702137192495,27.5,28.0,240,6.616551791666667,0.6634921329696953,4.58152,7.74738,80.35,97.65,92.09,98.0,88.89,87.06,98.0,96.82,84.4,97.95,69.6,90.46,2025-04-06 02:00:05,2025-04-06 02:20:00
Motor Drive End,2988,240,2.2523564166666667,0.22328276156526422,1.80301,3.19342,240,2.0532732499999997,0.24496933252742661,1.59985,3.06608,240,27.644166666666663,0.24894617500058072,27.2,27.9,240,6.2745359999999994,0.6727768822575959,4.69287,7.93049,87.1,96.89,91.41,98.0,89.87,86.72,98.0,96.79,84.15,97.92,66.11,91.07,2025-04-06 02:20:05,2025-04-06 02:40:00
Motor Drive End,2989,240,2.266120625,0.2714717890827859,1.81292,3.1052,240,2.064134625,0.2988082672757355,1.60487,2.97112,240,28.017083333333336,0.2240737170740961,27.5,28.4,240,6.472218958333333,0.6892376979803991,4.80157,7.93793,79.02,97.25,92.16,98.0,83.81,86.3,98.0,96.97,88.16,98.15,69.23,91.6,2025-04-06 02:40:05,2025-04-06 03:00:00
Motor Drive End,2990,240,2.1892209583333337,0.2104727868502654,1.82385,3.2512,240,1.9736599583333332,0.23406269675659322,1.63047,3.12681,240,27.073333333333334,0.3407433010502201,26.5,27.5,240,6.468024625,0.6155309072518507,4.82698,7.70444,83.55,97.41,91.76,98.0,90.1,86.96,98.0,96.85,81.54,97.94,70.87,88.15,2025-04-06 03:00:05,2025-04-06 03:20:00
Motor Drive End,2991,240,2.246181125,0.24640471365984834,1.82986,3.10662,240,2.047701291666667,0.26994194666530463,1.61722,2.98948,240,26.673333333333336,0.3272129892086161,26.1,27.2,240,6.277366083333334,0.652146208002631,4.7197,7.83972,83.54,97.07,91.4,98.0,88.89,86.76,98.0,96.76,85.15,97.98,66.61,90.31,2025-04-06 03:20:05,2025-04-06 03:40:00
Motor Drive End,2992,240,2.318848125,0.3086886375907623,1.82678,3.22816,240,2.1283660416666668,0.33630283907457825,1.61429,3.08502,240,26.384166666666665,0.6332483610324959,25.4,27.1,240,6.404418791666667,0.6958869555720627,5.00924,7.8021,85.73,97.35,91.84,98.0,89.36,86.92,98.0,96.83,84.57,97.77,70.87,90.68,2025-04-06 03:40:05,2025-04-06 04:00:00
Motor Drive End,2993,240,2.141036625,0.11964193513020362,1.91319,2.4098,240,1.9090467083333331,0.13117545173094824,1.65392,2.238,240,25.622916666666665,0.2956020615634346,25.1,26.1,240,6.616877666666666,0.5875097872838935,5.12718,7.79881,81.33,97.69,92.64,98.0,89.1,87.06,98.0,96.85,84.76,97.86,69.37,91.76,2025-04-06 04:00:05,2025-04-06 04:20:00
Motor Drive End,2994,240,2.302506,0.30953592418815096,1.81753,3.34408,240,2.1062300416666666,0.34021755805973947,1.59622,3.22075,240,25.063333333333333,0.5609217359519244,24.4,26.0,240,6.327906333333333,0.763137762152627,4.61908,7.6115,84.88,97.04,91.31,98.0,89.46,86.43,98.0,96.79,84.76,97.93,66.19,90.32,2025-04-06 04:20:05,2025-04-06 04:40:00
Motor Drive End,2995,240,2.245438083333333,0.2212734737292912,1.80879,2.86459,240,2.0264477083333334,0.2446909953496177,1.57714,2.72203,240,25.590833333333332,0.2600276243237224,24.8,25.9,240,6.408347333333333,0.5847671024562122,4.77098,7.70475,82.78,97.77,91.56,98.0,87.97,86.79,98.0,96.97,88.52,98.36,69.97,90.47,2025-04-06 04:40:05,2025-04-06 05:00:00
Motor Drive End,2996,240,2.157583166666667,0.09753155163753767,1.93219,2.59489,240,1.948057375,0.10911841101276547,1.71506,2.43581,240,25.46375,0.06253450930131803,25.3,25.6,240,6.312312333333334,0.5891328914738084,5.08455,7.34027,79.53,97.69,91.91,98.0,89.4,86.96,98.0,96.87,84.47,98.01,69.58,91.05,2025-04-06 05:00:05,2025-04-06 05:20:00
Motor Drive End,2997,240,2.1314732083333334,0.17232939504072659,1.82786,2.90437,240,1.9005685833333332,0.19498556488056296,1.60432,2.78425,240,25.93375,0.299627558212134,25.5,26.4,240,6.5123964999999995,0.6485540813865072,4.65962,7.76621,76.2,97.06,91.5,98.0,82.05,86.78,98.0,97.02,87.88,98.64,69.13,91.1,2025-04-06 05:20:05,2025-04-06 05:40:00
Motor Drive End,2998,240,2.2469360833333334,0.26062276609213536,1.80766,3.23317,240,2.032348875,0.2901449340844665,1.58841,3.10046,240,25.136666666666667,0.5274765589323838,24.6,26.4,240,6.278407541666667,0.6310666761391077,4.67531,7.67296,80.53,97.33,91.65,98.0,86.27,86.79,98.0,97.03,87.59,98.04,72.27,91.05,2025-04-06 05:40:05,2025-04-06 06:00:00
Motor Drive End,2999,240,2.207607125,0.21888056710770393,1.82879,2.85593,240,1.9833462916666666,0.24767571238504046,1.60063,2.7067,240,24.934166666666666,0.3451991925921195,24.3,25.4,240,6.446979791666666,0.6295172023514857,4.75334,7.8195,83.33,97.49,91.0,98.0,89.54,86.99,98.0,96.88,85.26,97.81,67.96,91.12,2025-04-06 06:00:05,2025-04-06 06:20:00
Motor Drive End,3000,240,2.2528030416666667,0.26732955176716194,1.80208,3.44511,240,2.0452614583333335,0.29745998271972945,1.59744,3.3252,240,25.026666666666664,0.2571922203620922,24.7,25.5,240,6.291967958333333,0.6668285469033773,4.67929,7.73913,87.91,97.08,91.35,98.0,90.52,86.88,98.0,96.81,85.45,98.04,66.91,91.07,2025-04-06 06:20:05,2025-04-06 06:40:00
Motor Drive End,3001,240,2.2577615,0.2659914000391959,1.80125,2.84797,240,2.0497376666666667,0.2952566353559722,1.57872,2.69685,240,25.300833333333333,0.25416886731104804,24.8,25.7,240,6.485498916666667,0.7113443794454954,4.79025,7.68465,79.64,97.85,92.13,98.0,84.15,86.15,98.0,97.01,87.73,98.15,70.33,90.33,2025-04-06 06:40:05,2025-04-06 07:00:00
Motor Drive End,3002,240,2.1659013333333332,0.11161943185704389,1.90435,2.83624,240,1.9414887083333334,0.12180596915142854,1.68904,2.68909,240,24.784166666666668,0.12340756935027103,24.6,25.2,240,6.4381234166666665,0.6404252875313537,5.12211,7.75233,87.65,97.19,91.82,98.0,90.36,86.91,98.0,96.9,81.6,97.78,68.73,90.88,2025-04-06 07:00:05,2025-04-06 07:20:00
Motor Drive End,3003,240,2.2188210416666667,0.26562139891363273,1.91751,3.21262,240,1.9997600833333335,0.29529721357574656,1.67153,3.07091,240,25.128333333333334,0.16551344398407508,24.9,25.4,240,6.316088875,0.7096967659164618,4.44669,7.67161,83.11,96.76,91.14,98.0,89.62,86.88,98.0,96.79,84.68,98.03,65.97,91.13,2025-04-06 07:20:05,2025-04-06 07:40:00
Motor Drive End,3004,240,2.252731125,0.21682532364179521,1.8297,2.87339,240,2.0337715833333334,0.23761522017977066,1.60833,2.74234,240,25.80666666666667,0.17535777335217795,25.4,26.1,240,6.464091708333333,0.7232354127115164,4.56941,7.84566,86.81,96.94,91.86,98.0,89.45,86.86,98.0,96.78,84.01,98.08,65.42,90.8,2025-04-06 07:40:05,2025-04-06 08:00:00
Motor Drive End,3005,240,2.1354675416666664,0.12112699858750871,1.91727,2.40207,240,1.8953002916666668,0.1328453195072272,1.65685,2.21738,240,26.539166666666667,0.26363910711531113,25.8,27.0,240,6.745351333333333,0.5429062904659544,5.31547,7.81391,84.0,97.78,90.5,98.0,90.22,87.1,98.0,96.79,85.25,97.24,68.67,91.23,2025-04-06 08:00:05,2025-04-06 08:20:00
Motor Drive End,3006,240,2.20994275,0.2030030645252227,1.80887,2.96282,240,2.009717708333333,0.22101083311868258,1.59808,2.83204,240,27.875833333333333,0.3802654508500314,27.0,28.6,240,6.220662041666667,0.6906219729533222,4.65949,7.44454,85.82,97.38,90.72,98.0,90.0,86.81,98.0,96.82,81.29,97.8,67.73,90.54,2025-04-06 08:20:05,2025-04-06 08:40:00
Motor Drive End,3007,240,2.260200541666667,0.2634967777865409,1.84382,3.30626,240,2.0543795416666666,0.28744259363745583,1.61455,3.18912,240,29.54416666666667,0.4163591612844576,28.6,30.0,240,6.404772374999999,0.7900290556336413,4.53636,7.96005,83.45,96.79,92.04,98.0,86.3,86.63,98.0,96.99,87.73,97.64,75.34,90.82,2025-04-06 08:40:05,2025-04-06 09:00:00
Motor Drive End,3008,240,2.2341578333333336,0.15427170646960223,1.91837,2.77483,240,2.027432125,0.16845211603515342,1.70413,2.63522,240,30.01291666666667,0.6884886070692455,29.1,31.3,240,6.586548958333334,0.6337552864055865,4.63913,7.8511,81.14,97.23,91.59,98.0,88.08,87.01,98.0,96.88,88.65,97.9,71.45,91.31,2025-04-06 09:00:05,2025-04-06 09:20:00
Motor Drive End,3009,240,2.3447269583333332,0.29621765939943867,1.83407,3.42318,240,2.166424375,0.3171310118124123,1.61876,3.31823,240,30.909166666666668,0.301043049600367,30.5,31.4,240,6.260975666666667,0.7010127051412317,4.52755,7.31362,83.17,97.22,91.71,98.0,88.76,86.84,98.0,96.88,88.45,97.43,67.86,90.99,2025-04-06 09:20:05,2025-04-06 09:40:00
Motor Drive End,3010,240,2.24982625,0.11939164742034832,1.96808,2.55096,240,2.0529884166666665,0.12760153239787486,1.7416,2.40401,240,31.653333333333332,0.35143062864575136,31.1,32.3,240,6.551397333333333,0.5414168358221676,5.37436,7.7822,84.11,97.18,90.19,98.0,89.47,87.11,98.0,96.85,83.0,97.56,67.55,90.47,2025-04-06 09:40:05,2025-04-06 10:00:00
Motor Drive End,3011,240,2.31042625,0.28675939332394845,1.84643,3.40864,240,2.1347562083333336,0.3058638865502185,1.63548,3.29985,240,32.92375,0.27194191633093306,32.3,33.3,240,6.235117041666666,0.5983449639249847,4.69384,7.48115,77.9,97.13,92.37,98.0,87.44,86.99,98.0,96.88,85.33,97.39,67.34,90.94,2025-04-06 10:00:05,2025-04-06 10:20:00
Motor Drive End,3012,240,2.2927517083333333,0.15592842509401394,2.07224,2.88547,240,2.1115427083333334,0.1654420391766973,1.86157,2.76516,240,34.42125,0.5774769281195886,33.2,35.1,240,6.676754458333334,0.4766752443492713,5.47675,7.66844,79.23,97.15,91.61,98.0,86.56,86.91,98.0,96.92,81.73,97.29,67.08,90.06,2025-04-06 10:20:05,2025-04-06 10:40:00
Motor Drive End,3013,240,2.2915030416666666,0.15797172952261546,2.06252,2.87639,240,2.1259792916666664,0.1689385606521745,1.8826,2.74978,240,34.8475,0.16641054239213776,34.7,35.2,240,6.429876375,0.484976444655722,5.44922,7.49177,84.58,96.91,91.84,98.0,89.21,86.57,98.0,96.89,83.15,97.81,68.73,91.08,2025-04-06 10:40:05,2025-04-06 11:00:00
